cell_id,amplified_quantity_ng,percent_cdna_longer_than_400bp,reporter_status,post_patch,number_genes,rna_amp_pass_fail,transgenic_line,normalized_marker_sum,normalized_marker_sum_pass_fail,class,normalized_marker_sum_bin,total_reads,percent_reads_aligned_to_introns,Malat1,recording_duration,retrieval_duration,extraction_duration,morpho_call,endpipetter,cell_health,cell_in_slice,total_cells_in_slice,slice_name,dataset,percent_reads_Malat1,Ramp total count,Subthreshold Long Square total count,Suprathreshold Long Square total count,Ramp additional count,Subthreshold Long Square additional count,Suprathreshold Long Square additional count
661409627,20.23431643,66.6,tdt+,nucleus+,9524,Pass,Chat-IRES-Cre-neo,0.956065659,Pass,inhibitory,1,1431041,59.22656125,9759.976158,10.31216667,0.683333333,2.116666667,high quality,1775.786112,4,2,2,Chat-IRES-Cre-neo;Ai14-374836.03.01,early,0.975997616,,,,,,
661422439,19.78689011,55.8,tdt+,nucleus+,8348,Pass,Chat-IRES-Cre-neo,0.911576382,Pass,inhibitory,1,1624463,50.30345058,12716.4733,9.828833334,0.866666667,2.15,high quality,2329.09952,3,1,2,Chat-IRES-Cre-neo;Ai14-374837.04.01,early,1.27164733,,,,,,
661423720,5.18045323,64.5,tdt+,nucleus+,6268,Pass,Chat-IRES-Cre-neo,0.910073029,Pass,inhibitory,1,1384405,61.53623335,9598.609071,9.6955,0.6,3.2,failed,11.690024,3,2,2,Chat-IRES-Cre-neo;Ai14-374837.04.01,early,0.959860907,,,,,,
661318626,14.18759649,60.2,tdt+,nucleus+,8528,Pass,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO,0.770932724,Pass,inhibitory,0.8,1294524,49.70403405,24287.88043,3.6705,1.166666667,5.683333333,medium quality,1019.636992,5,1,1,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-374738.04.02,early,2.428788043,,,,,,
661363264,5.034318594,54,tdt+,nucleus-,4014,Fail,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO,0.296343708,Fail,inhibitory,0.3,1187789,16.2301971,5034.129315,4.237166667,1.1,2.983333333,,44.409564,2,1,1,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-374738.03.01,early,0.503412931,,,,,,
661394869,4.968565431,56.7,tdt+,nucleus-,3426,Fail,Oxtr-T2A-Cre,0.300630249,Fail,inhibitory,0.4,1238300,18.36715981,2416.383844,2.537166667,0.816666667,6.783333333,,609.110144,2,1,1,Oxtr-T2A-Cre;Ai14-374536.04.02,early,0.241638384,,,,,,
661401154,15.55017587,71.9,tdt+,nucleus+,10248,Pass,Oxtr-T2A-Cre,1.071073715,Pass,inhibitory,1.1,1220705,49.45102785,14047.25496,3.837166667,2.2,3.433333333,failed,,4,1,2,Oxtr-T2A-Cre;Ai14-374536.05.02,early,1.404725496,,,,,,
661403890,3.57824614,62.6,tdt+,nucleus-,3727,Fail,Oxtr-T2A-Cre,0.311230385,Fail,excitatory,0.4,1255897,15.416051,5067.966288,7.037166667,2.1,2.5,,933.14752,3,2,2,Oxtr-T2A-Cre;Ai14-374536.05.02,early,0.506796629,,,,,,
661411305,10.80869291,49.1,tdt+,nucleus+,7629,Pass,Chat-IRES-Cre-neo,0.778554367,Pass,inhibitory,0.8,1025655,41.71373725,31405.22691,2.337166667,1.416666667,2.883333333,insufficient axon,1191.528192,4,1,1,Chat-IRES-Cre-neo;Ai14-374836.04.02,early,3.140522691,,,,,,
661389573,2.025250438,52.4,tdt+,nucleus+,3143,Fail,Chat-IRES-Cre-neo,0.400215759,Pass,inhibitory,0.5,1392802,20.77373158,12899.41038,2.503833334,1.266666667,3.516666667,,3064.385536,1,1,1,Chat-IRES-Cre-neo;Ai14-374839.05.02,early,1.289941038,,,,,,
661391859,5.620831582,61,tdt+,nucleus+,6247,Pass,Chat-IRES-Cre-neo,0.867543532,Pass,inhibitory,0.9,1483581,56.01121344,26765.54266,2.4705,1.083333333,2.033333333,medium quality,3233.414144,1,1,1,Chat-IRES-Cre-neo;Ai14-374839.05.01,early,2.676554266,,,,,,
661408579,2.986510028,67.3,tdt+,nucleus+,3681,Fail,Chat-IRES-Cre-neo,0.250671328,Fail,excitatory,0.3,1299204,11.19962067,8409.954775,1.9705,1.516666667,3.5,,3192.738048,1,1,1,Chat-IRES-Cre-neo;Ai14-374836.05.02,early,0.840995477,,,,,,
661421786,1.793015265,79.7,tdt+,nucleus+,2412,Fail,Chat-IRES-Cre-neo,0.284532313,Fail,inhibitory,0.3,1209932,20.75943086,15945.91229,3.003833334,0.95,2.25,,6.9308375,1,1,1,Chat-IRES-Cre-neo;Ai14-374837.05.02,early,1.594591229,,,,,,
661390182,3.295529101,53,tdt+,nucleus-,4248,Fail,Chat-IRES-Cre-neo,0.55512226,Pass,inhibitory,0.6,1279372,36.20695704,5998.449203,10.8455,0.866666667,,,,2,1,1,Chat-IRES-Cre-neo;Ai14-374839.04.01,early,0.59984492,,,,,,
661401628,14.23727329,75.1,tdt+,nucleus+,9235,Pass,Oxtr-T2A-Cre,0.943584073,Pass,inhibitory,1,1353790,50.36637908,13124.74558,2.0705,0.916666667,,failed,2339.550208,3,1,2,Oxtr-T2A-Cre;Ai14-374536.03.01,early,1.312474558,,,,,,
661408488,27.76538524,29.6,tdt+,nucleus-,7078,Pass,Oxtr-T2A-Cre,0.508475488,Pass,inhibitory,0.6,988222,6.74527398,2992.423091,10.7955,0.5,0.016666667,insufficient axon,,3,2,2,Oxtr-T2A-Cre;Ai14-374536.03.01,early,0.299242309,,,,,,
661419440,4.757754272,36.6,tdt+,nucleus+,3368,Fail,Oxtr-T2A-Cre,0.417499523,Pass,inhibitory,0.5,1150964,10.12138585,3434.695244,13.51216667,0.666666667,0.016666667,,5.3347225,3,1,2,Oxtr-T2A-Cre;Ai14-374536.04.01,early,0.343469524,,,,,,
661422469,18.55873875,47,tdt+,nucleus+,9115,Pass,Oxtr-T2A-Cre,0.897114724,Pass,inhibitory,0.9,1302156,40.8438107,16397.1449,12.52883333,0.1,0.016666667,failed,696.757056,3,2,2,Oxtr-T2A-Cre;Ai14-374536.04.01,early,1.63971449,,,,,,
661482333,18.62163046,76.1,tdt+,nucleus+,10845,Pass,Oxtr-T2A-Cre,1.024352512,Pass,inhibitory,1.1,1065555,38.03683908,26797.76633,3.487166667,0.466666667,1.95,failed,1334.2272,3,1,3,Oxtr-T2A-Cre;Ai14-374537.03.01,early,2.679776633,,,,,,
661492702,2.417257871,53.7,tdt+,nucleus+,5186,Fail,Oxtr-T2A-Cre,0.55510605,Pass,inhibitory,0.6,1091274,37.73045877,19453.69771,2.553833334,0.316666667,1.383333333,,870.372224,4,2,3,Oxtr-T2A-Cre;Ai14-374537.03.01,early,1.945369771,,,,,,
661495648,10.73009109,57.2,tdt+,nucleus-,8737,Pass,Oxtr-T2A-Cre,0.73931318,Pass,inhibitory,0.8,1114256,49.462837,28897.52278,1.6205,0.433333333,0.933333333,failed,3.50988125,3,3,3,Oxtr-T2A-Cre;Ai14-374537.03.01,early,2.889752278,,,,,,
661479403,4.081138632,47.7,tdt+,nucleus+,3548,Pass,Oxtr-T2A-Cre,0.66371613,Pass,inhibitory,0.7,1179814,16.10091076,13012.65751,4.103833334,1.333333333,3.2,medium quality,974.730176,4,1,2,Oxtr-T2A-Cre;Ai14-374537.04.02,early,1.301265751,,,,,,
661481525,23.34169858,77.9,tdt+,nucleus+,13251,Pass,Oxtr-T2A-Cre,0.65512766,Pass,excitatory,0.7,1131375,26.93643007,15879.36187,3.553833334,1.3,5.7,high quality,813.758208,3,2,2,Oxtr-T2A-Cre;Ai14-374537.04.02,early,1.587936187,,,,,,
661494297,4.121726917,52,tdt+,nucleus-,4461,Fail,Chat-IRES-Cre-neo,0.294434631,Fail,inhibitory,0.3,1095020,17.73199313,12662.63983,6.287166667,1.516666667,3.883333333,,841.962048,2,1,1,Chat-IRES-Cre-neo;Ai14-374840.04.02,early,1.266263983,,,,,,
661513942,10.7370798,60.1,tdt+,nucleus+,8597,Pass,Oxtr-T2A-Cre,0.681816831,Pass,excitatory,0.7,997214,54.82426677,29889.30631,2.487166667,1.7,2.4,high quality,811.406976,4,1,2,Oxtr-T2A-Cre;Ai14-374539.04.02,early,2.988930631,,,,,,
661516203,6.159921863,56.3,tdt+,nucleus-,5494,Pass,Oxtr-T2A-Cre,0.238430869,Fail,inhibitory,0.3,1044155,6.074772506,1669.723832,5.837166667,1.466666667,3.133333333,,,3,2,2,Oxtr-T2A-Cre;Ai14-374539.04.02,early,0.166972383,,,,,,
661525400,4.237130253,45,tdt+,nucleus-,4610,Fail,Chat-IRES-Cre-neo,0.401400213,Pass,excitatory,0.5,1100258,15.54346203,5557.822055,3.237166667,1.116666667,5.166666667,,4.493219,3,1,1,Chat-IRES-Cre-neo;Ai14-373625.04.02,early,0.555782206,,,,,,
661481457,17.84510697,36.2,tdt+,nucleus+,6843,Fail,Oxtr-T2A-Cre,0.871358114,Pass,excitatory,0.9,1052982,36.87134562,22278.91355,7.853833334,0.733333333,4.883333333,,1812.850048,3,1,1,Oxtr-T2A-Cre;Ai14-374537.04.01,early,2.227891355,,,,,,
661513504,15.60904787,38,tdt+,nucleus-,2864,Fail,Oxtr-T2A-Cre,0.181443139,Fail,excitatory,0.2,585860,16.15463635,2855.230263,4.653833334,0.683333333,5.183333333,,120.435896,2,1,2,Oxtr-T2A-Cre;Ai14-374539.05.01,early,0.285523026,,,,,,
661515772,3.369335394,65.8,tdt+,nucleus-,3419,Pass,Oxtr-T2A-Cre,0.170411389,Fail,inhibitory,0.2,1213591,26.10110316,9404.891326,7.003833334,0.966666667,3.05,,44.59178,2,2,2,Oxtr-T2A-Cre;Ai14-374539.05.01,early,0.940489133,,,,,,
661519655,6.065962521,43.1,tdt+,nucleus-,2492,Pass,Oxtr-T2A-Cre,0.181823169,Fail,excitatory,0.2,997788,16.29009014,6389.169252,4.353833334,1.333333333,5.35,,473.276768,2,1,2,Oxtr-T2A-Cre;Ai14-374539.04.01,early,0.638916925,,,,,,
661525255,7.54658374,33.4,tdt+,nucleus-,2365,Pass,Oxtr-T2A-Cre,0.173376666,Fail,inhibitory,0.2,962555,20.02663548,4086.46702,4.753833334,0.85,10.46666667,,53.8656,2,2,2,Oxtr-T2A-Cre;Ai14-374539.04.01,early,0.408646702,,,,,,
661542876,16.44145118,75.6,tdt+,nucleus+,10029,Pass,Chat-IRES-Cre-neo,0.916249042,Pass,inhibitory,1,1093927,28.34974508,13103.44828,5.903833334,0.666666667,1.366666667,medium quality,2903.760128,2,1,2,Chat-IRES-Cre-neo;Ai14-373625.03.01,early,1.310344828,,,,,,
661544555,2.826993474,40.3,tdt+,nucleus-,1758,Fail,Chat-IRES-Cre-neo,0.208737714,Fail,inhibitory,0.3,1014381,15.1745435,4798.034725,5.737166667,1.2,1.483333333,,,2,2,2,Chat-IRES-Cre-neo;Ai14-373625.03.01,early,0.479803472,,,,,,
661492276,12.52642884,53.1,tdt+,nucleus+,9247,Pass,Oxtr-T2A-Cre,0.753925457,Pass,inhibitory,0.8,953960,35.00279386,35268.68969,2.3205,1.333333333,3.45,failed,2570.887424,3,1,2,Oxtr-T2A-Cre;Ai14-374537.06.02,early,3.526868969,,,,,,
661500944,9.61073249,50.9,tdt+,nucleus+,8236,Pass,Oxtr-T2A-Cre,0.859537979,Pass,inhibitory,0.9,931322,39.87699807,65451.73297,1.7205,1.266666667,2.983333333,failed,2534.673664,2,2,2,Oxtr-T2A-Cre;Ai14-374537.06.02,early,6.545173297,,,,,,
661511886,2.746384363,47.9,tdt+,nucleus+,3834,Fail,Chat-IRES-Cre-neo,0.456812563,Pass,excitatory,0.5,943257,5.970903231,1787.072775,2.587166667,1.133333333,3.483333333,,505.97632,1,1,2,Chat-IRES-Cre-neo;Ai14-374840.05.02,early,0.178707277,,,,,,
661514378,4.600274447,53.5,tdt+,nucleus+,6192,Pass,Chat-IRES-Cre-neo,0.754484328,Pass,inhibitory,0.8,939552,43.41595802,22565.5841,2.1705,1.016666667,4.05,insufficient axon,1083.054464,1,2,2,Chat-IRES-Cre-neo;Ai14-374840.05.02,early,2.25655841,,,,,,
661546222,6.027106481,23.3,tdt+,nucleus-,1407,Fail,Chat-IRES-Cre-neo,0.118465022,Fail,excitatory,0.2,744894,4.895097524,374.8389364,1.7205,0.75,1.85,,6.0339495,1,1,1,Chat-IRES-Cre-neo;Ai14-373625.05.02,early,0.037483894,,,,,,
661488655,3.12897151,38,tdt+,nucleus+,3298,Fail,Oxtr-T2A-Cre,0.235457879,Fail,inhibitory,0.3,726610,8.850588322,1097.656973,10.92883333,1.1,,,5.0855935,4,1,3,Oxtr-T2A-Cre;Ai14-374537.03.02,early,0.109765697,,,,,,
661492805,8.094689854,61.5,tdt+,nucleus+,8290,Pass,Oxtr-T2A-Cre,0.739249835,Pass,inhibitory,0.8,884037,48.75141218,58372.31472,11.1955,1,0.016666667,high quality,893.174976,2,2,3,Oxtr-T2A-Cre;Ai14-374537.03.02,early,5.837231472,,,,,,
661496177,8.539369013,66.9,tdt+,nucleus+,9253,Pass,Oxtr-T2A-Cre,0.702228052,Pass,inhibitory,0.8,933932,49.63535562,22899.38155,10.36216667,0.75,,medium quality,2006.763392,3,3,3,Oxtr-T2A-Cre;Ai14-374537.03.02,early,2.289938155,,,,,,
661503350,7.63436076,55.8,tdt+,nucleus+,7729,Pass,Chat-IRES-Cre-neo,0.91704129,Pass,inhibitory,1,1013576,48.09116882,12837.74852,10.7955,0.9,,failed,20.339674,3,1,1,Chat-IRES-Cre-neo;Ai14-374840.03.02,early,1.283774852,,,,,,
661523335,5.253659225,54.2,tdt+,nucleus-,4567,Pass,Oxtr-T2A-Cre,0.298308608,Fail,excitatory,0.3,897497,9.155221407,2820.000663,2.3205,1.066666667,,,,3,1,1,Oxtr-T2A-Cre;Ai14-374539.03.01,early,0.282000066,,,,,,
661547241,3.453349262,49.9,tdt+,nucleus-,4033,Fail,Chat-IRES-Cre-neo,0.290592189,Fail,inhibitory,0.3,985644,10.90615803,4420.765585,12.82883333,1.483333333,,,,2,1,1,Chat-IRES-Cre-neo;Ai14-373625.04.01,early,0.442076559,,,,,,
662630220,12.14449875,57.4,tdt+,nucleus+,9013,Pass,Pvalb-IRES-Cre,0.721626292,Pass,inhibitory,0.8,942220,54.94539392,18032.45559,2.8205,0.383333333,0.733333333,failed,,3,1,2,Pvalb-IRES-Cre;Ai14-375844.04.01,early,1.803245559,,,,,,
662660196,7.22677553,39.2,tdt+,nucleus-,5058,Fail,Pvalb-IRES-Cre,0.398979497,Fail,inhibitory,0.4,1002532,15.38744711,8477.73466,2.053833334,0.483333333,1.5,,,2,2,2,Pvalb-IRES-Cre;Ai14-375844.04.01,early,0.847773466,,,,,,
662580082,21.29478003,61.9,tdt+,nucleus+,10194,Pass,Pvalb-IRES-Cre,0.953724682,Pass,inhibitory,1,1200872,38.8820591,19095.2088,3.337166667,0.966666667,1.916666667,high quality,2868.038912,2,1,1,Pvalb-IRES-Cre;Ai14-375844.03.01,early,1.90952088,,,,,,
663287651,7.92093482,21.9,tdt+,nucleus-,2667,Fail,Pvalb-IRES-Cre,0.179413332,Fail,inhibitory,0.2,1089918,7.998023387,1089.865415,,0.883333333,,,,4,1,1,Pvalb-IRES-Cre;Ai14-375844.05.02,early,0.108986542,,,,,,
663215754,5.269196688,27,tdt+,nucleus-,1751,Fail,Pvalb-IRES-Cre,0.081973936,Fail,excitatory,0.1,956553,13.05247908,6301.639703,,,,,,3,1,1,Pvalb-IRES-Cre;Ai14-375844.05.01,early,0.63016397,,,,,,
663230895,0.232095419,81.6,tdt+,nucleus-,45,Fail,Pvalb-IRES-Cre,0,Fail,other,0,3807,12.01044387,0,4.537166667,0.8,1.3,,2348.742656,1,1,1,Pvalb-IRES-Cre;Ai14-375845.04.01,early,0,,,,,,
663183797,14.8104041,73,tdt+,nucleus-,9127,Pass,Pvalb-IRES-Cre,0.898725526,Pass,inhibitory,0.9,494336,22.30335695,13292.64522,3.0205,0.716666667,3.85,medium quality,973.329216,3,1,1,Pvalb-IRES-Cre;Ai14-375845.03.01,early,1.329264522,,,,,,
663193112,11.23559704,56.4,tdt+,nucleus+,9206,Pass,Pvalb-IRES-Cre,0.763041653,Pass,inhibitory,0.8,1071424,47.16903655,16275.9835,10.71216667,0.766666667,,high quality,250.31136,3,1,3,Pvalb-IRES-Cre;Ai14-375845.03.02,early,1.62759835,,,,,,
663243436,6.780351842,28.6,tdt+,nucleus-,2048,Fail,Pvalb-IRES-Cre,0.056789941,Fail,inhibitory,0.1,905433,9.126413713,2615.967214,10.22883333,0.616666667,,,2058.163584,3,2,3,Pvalb-IRES-Cre;Ai14-375845.03.02,early,0.261596721,,,,,,
663269499,14.85249544,46.5,tdt+,nucleus-,6804,Pass,Pvalb-IRES-Cre,0.278203299,Fail,inhibitory,0.3,983556,6.463237644,825.2398918,4.5455,0.75,,,15.481706,2,3,3,Pvalb-IRES-Cre;Ai14-375845.03.02,early,0.082523989,,,,,,
665279032,17.93815914,63.2,tdt+,nucleus-,9029,Pass,Pvalb-IRES-Cre,0.938247162,Pass,excitatory,1,1191636,9.552329588,2261.59638,11.7455,0.9,3.583333333,failed,1163.379328,3,1,1,Pvalb-IRES-Cre;Ai14-375847.04.01,early,0.226159638,,,,,,
665284887,4.784057075,49.7,tdt+,nucleus-,4410,Fail,Htr3a-Cre_NO152,0.649334883,Pass,inhibitory,0.7,1242438,11.53884354,687.8412034,10.26216667,0.75,2.833333333,,992.109568,3,1,3,Htr3a-Cre_NO152;Ai14-376066.05.02,early,0.06878412,,,,,,
665286365,16.07127252,58.6,tdt+,nucleus+,8542,Pass,Htr3a-Cre_NO152,1.249753295,Pass,inhibitory,,1224874,25.33152056,18015.20171,8.778833334,0.466666667,6.4,failed,8.973389,3,2,3,Htr3a-Cre_NO152;Ai14-376066.05.02,early,1.801520171,,,,,,
665287575,21.59938559,58.4,tdt+,nucleus+,10143,Pass,Htr3a-Cre_NO152,0.954943398,Pass,inhibitory,1,1207348,19.10867434,12294.41539,9.228833334,0.65,2.066666667,insufficient axon,3365.9904,3,3,3,Htr3a-Cre_NO152;Ai14-376066.05.02,early,1.229441539,,,,,,
665104716,17.63446437,68.1,tdt+,nucleus+,10098,Pass,Sst-IRES-Cre,0.91215126,Pass,inhibitory,1,1320137,17.89964837,6465.609493,3.453833334,1.416666667,1.516666667,medium quality,85.021072,2,1,2,Sst-IRES-Cre;Ai14-376198.04.02,early,0.646560949,,,,,,
665129920,23.25005661,60.1,tdt+,nucleus+,9365,Pass,Sst-IRES-Cre,0.785182345,Pass,inhibitory,0.8,1494825,8.465057439,3459.013078,2.653833334,1.033333333,1.95,insufficient axon,1319.75872,2,2,2,Sst-IRES-Cre;Ai14-376198.04.02,early,0.345901308,,,,,,
665178360,9.417614727,61.8,tdt+,nucleus+,6930,Pass,Htr3a-Cre_NO152,1.013396448,Pass,inhibitory,1.1,1471726,29.92255553,38179.9881,2.8705,0.433333333,1.3,failed,1079.758208,2,1,2,Htr3a-Cre_NO152;Ai14-376066.04.02,early,3.81799881,,,,,,
665208462,9.205518326,53.5,tdt+,nucleus+,7270,Pass,Htr3a-Cre_NO152,1.035670623,Pass,inhibitory,1.1,1441872,47.21427859,24638.89147,3.8205,0.7,3.566666667,failed,,2,2,2,Htr3a-Cre_NO152;Ai14-376066.04.02,early,2.463889147,,,,,,
665276770,20.57955538,59.6,tdt+,nucleus+,10460,Pass,Htr3a-Cre_NO152,0.856917702,Pass,inhibitory,0.9,1279223,44.60653636,13848.80079,2.087166667,1.716666667,2.8,medium quality,1053.318208,3,1,1,Htr3a-Cre_NO152;Ai14-376066.03.02,early,1.384880079,,,,,,
665527388,4.96182222,41.6,tdt+,nucleus-,3518,Fail,Sst-IRES-Cre,0.286677414,Fail,inhibitory,0.3,1185463,19.09818789,18073.67681,2.2705,0.55,1.983333333,,3163.341824,2,1,2,Sst-IRES-Cre;Ai14-376201.04.01,early,1.807367681,,,,,,
665576025,5.630790069,54.2,tdt+,nucleus-,5628,Fail,Sst-IRES-Cre,0.457394742,Pass,inhibitory,0.5,1569216,6.94744031,1591.928422,10.2955,0.633333333,4.116666667,,1381.610624,3,2,2,Sst-IRES-Cre;Ai14-376201.04.01,early,0.159192842,,,,,,
665478543,11.79478414,59,tdt+,nucleus+,9107,Pass,Sst-IRES-Cre,0.873360753,Pass,inhibitory,0.9,1124123,22.05992387,20188.06745,2.3705,0.7,2.15,medium quality,,3,1,1,Sst-IRES-Cre;Ai14-376201.04.02,early,2.018806745,,,,,,
665468858,13.84690278,46.3,tdt+,nucleus+,8508,Pass,Sst-IRES-Cre,0.708766791,Pass,inhibitory,0.8,1293165,36.79815325,13544.41492,5.187166667,0.5,1.95,insufficient axon,1571.316224,3,1,2,Sst-IRES-Cre;Ai14-376201.03.01,early,1.354441492,,,,,,
665502576,24.12526796,59.2,tdt+,nucleus+,10714,Pass,Sst-IRES-Cre,0.85030764,Pass,inhibitory,0.9,1276019,39.22092655,16607.40786,5.403833334,0.933333333,2.95,insufficient axon,1390.92544,3,2,2,Sst-IRES-Cre;Ai14-376201.03.01,early,1.660740786,,,,,,
665602299,14.49509636,53.1,tdt+,nucleus-,10048,Pass,Sst-IRES-Cre,0.897824688,Pass,inhibitory,0.9,1372193,34.22812366,21055.28107,3.653833334,1.6,0.533333333,failed,5.690491,1,1,1,Sst-IRES-Cre;Ai14-376201.06.01,early,2.105528107,,,,,,
666191117,5.546335493,55.4,tdt+,nucleus+,5087,Pass,Sst-IRES-Cre,0.390922923,Fail,inhibitory,0.4,1300042,29.62054198,6700.141107,3.337166667,0.416666667,1.65,failed,1722.191616,4,1,4,Sst-IRES-Cre;Ai14-376203.05.01,early,0.670014111,,,,,,
666214330,4.625019084,39.5,tdt+,nucleus-,4457,Fail,Sst-IRES-Cre,0.427767873,Pass,inhibitory,0.5,1283715,12.54022787,15114.00213,2.203833334,0.55,1.75,,198.829952,3,2,4,Sst-IRES-Cre;Ai14-376203.05.01,early,1.511400213,,,,,,
666216633,4.390412278,50.5,tdt+,nucleus-,4864,Fail,Sst-IRES-Cre,0.227535017,Fail,inhibitory,0.3,1158213,5.539039457,2946.201684,1.537166667,0.5,2.05,,495.633024,2,3,4,Sst-IRES-Cre;Ai14-376203.05.01,early,0.294620168,,,,,,
666217929,11.18105561,58.3,tdt+,nucleus-,7292,Pass,Sst-IRES-Cre,0.379950118,Fail,inhibitory,0.4,900196,5.434621066,1980.452262,2.053833334,0.383333333,1.95,,1403.81056,3,4,4,Sst-IRES-Cre;Ai14-376203.05.01,early,0.198045226,,,,,,
666141992,10.81419589,61.2,tdt+,nucleus+,8670,Pass,Pvalb-IRES-Cre,0.891378773,Pass,inhibitory,0.9,1319380,40.35770828,19191.75174,11.07883333,0.983333333,2.25,high quality,1191.362176,3,1,1,Pvalb-IRES-Cre;Ai14-376967.04.01,early,1.919175174,,,,,,
666215949,4.825894119,64.5,tdt+,nucleus-,4065,Fail,Sst-IRES-Cre,0.272980153,Fail,inhibitory,0.3,1087464,13.87359882,6434.429023,5.953833334,0.566666667,2.8,,,2,1,2,Sst-IRES-Cre;Ai14-376203.04.02,early,0.643442902,,,,,,
666242608,12.33481446,64.3,tdt+,nucleus+,9631,Pass,Sst-IRES-Cre,0.834196573,Pass,inhibitory,0.9,1266078,50.57874486,23975.9697,,,,failed,2577.874176,3,2,2,Sst-IRES-Cre;Ai14-376203.04.02,early,2.39759697,,,,,,
666046495,15.95760537,67.4,tdt+,nucleus+,9368,Pass,Pvalb-IRES-Cre,0.758238654,Pass,inhibitory,0.8,1484299,51.46407826,16995.99982,3.6705,0.6,2.366666667,failed,,2,1,1,Pvalb-IRES-Cre;Ai14-376967.03.02,early,1.699599982,,,,,,
666178937,9.951620948,41.9,tdt+,nucleus+,5598,Fail,Sst-IRES-Cre,0.55246707,Pass,inhibitory,0.6,1318030,23.0068218,26004.30267,2.187166667,0.516666667,2.133333333,,,2,1,2,Sst-IRES-Cre;Ai14-376203.03.02,early,2.600430267,,,,,,
666209423,14.47674592,51.6,tdt+,nucleus+,9740,Pass,Sst-IRES-Cre,0.618811123,Pass,inhibitory,0.7,1355097,13.54465208,16968.18331,3.253833334,0.583333333,1.75,failed,72.396512,2,2,2,Sst-IRES-Cre;Ai14-376203.03.02,early,1.696818331,,,,,,
666218416,13.57262127,66.5,tdt+,nucleus+,9787,Pass,Pvalb-IRES-Cre,0.850678596,Pass,inhibitory,0.9,1187520,43.86089785,21506.33305,3.653833334,1.166666667,4.066666667,failed,1472.155008,3,1,2,Pvalb-IRES-Cre;Ai14-376970.04.02,early,2.150633305,,,,,,
666222399,7.227802479,48.1,tdt+,nucleus-,4269,Fail,Pvalb-IRES-Cre,0.131012123,Fail,inhibitory,0.2,1091987,5.949413019,159.0788399,4.703833334,1.783333333,4.2,,1410.642688,2,2,2,Pvalb-IRES-Cre;Ai14-376970.04.02,early,0.015907884,,,,,,
666030065,13.85306641,64.6,tdt+,nucleus+,7986,Pass,Pvalb-IRES-Cre,0.653625225,Pass,inhibitory,0.7,1264823,31.9552591,11950.16378,7.5205,0.566666667,2.05,high quality,2176.406528,3,1,1,Pvalb-IRES-Cre;Ai14-376967.03.01,early,1.195016378,,,,,,
666219578,17.22868558,54.9,tdt+,nucleus+,9261,Pass,Pvalb-IRES-Cre,0.744045656,Pass,inhibitory,0.8,1398569,40.67700331,20755.71543,7.0955,0.966666667,,failed,1269.17056,2,1,2,Pvalb-IRES-Cre;Ai14-376967.05.02,early,2.075571543,,,,,,
666222765,11.83494026,27.6,tdt+,nucleus-,4474,Fail,Pvalb-IRES-Cre,0.447200431,Pass,inhibitory,0.5,1272714,22.6885831,9920.044967,13.37883333,0.9,0.65,,86.818736,3,2,2,Pvalb-IRES-Cre;Ai14-376967.05.02,early,0.992004497,,,,,,
666236024,18.84397715,59.9,tdt+,nucleus+,9248,Pass,Sst-IRES-Cre,1.056320737,Pass,inhibitory,1.1,1400497,37.69415745,23700.77683,10.61216667,0.45,0.666666667,insufficient axon,3143.17696,3,1,1,Sst-IRES-Cre;Ai14-376203.05.02,early,2.370077683,,,,,,
665281605,8.201870281,63.9,tdt+,nucleus+,7978,Pass,Pvalb-IRES-Cre,0.945851682,Pass,inhibitory,1,1618907,43.93516291,40541.78902,3.7705,1.033333333,3.8,medium quality,130.646976,3,1,1,Pvalb-IRES-Cre;Ai14-375847.03.02,early,4.054178902,,,,,,
665087626,12.69322945,58.2,tdt+,nucleus-,4950,Fail,Sst-IRES-Cre,0.335915675,Fail,inhibitory,0.4,1676692,18.54563718,2505.801957,5.9705,0.733333333,6.133333333,,765.034496,2,1,1,Sst-IRES-Cre;Ai14-376198.04.01,early,0.250580196,,,,,,
665146318,11.34582561,66.1,tdt+,nucleus+,9133,Pass,Sst-IRES-Cre,0.730778355,Pass,inhibitory,0.8,1714749,42.32467506,32253.58615,2.603833334,0.766666667,1.783333333,high quality,1492.715008,2,1,1,Sst-IRES-Cre;Ai14-376198.05.01,early,3.225358615,,,,,,
665201523,16.61679017,64,tdt+,nucleus+,9603,Pass,Htr3a-Cre_NO152,0.847154691,Pass,excitatory,0.9,1871442,50.15399014,17481.10966,5.987166667,0.516666667,1.75,medium quality,2432.15488,3,1,2,Htr3a-Cre_NO152;Ai14-376066.03.01,early,1.748110966,,,,,,
665220542,5.869349936,56,tdt+,nucleus-,6290,Pass,Htr3a-Cre_NO152,0.411532447,Pass,inhibitory,0.5,1515720,17.20191904,6113.657482,4.503833334,0.483333333,2.283333333,failed,,2,2,2,Htr3a-Cre_NO152;Ai14-376066.03.01,early,0.611365748,,,,,,
